NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
564,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,52.6059,202403,30,"41,500",-,24,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
565,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,52.6059,202306,12,"40,000",112동,24,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.08.01
566,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,52.6059,202309,16,"43,000",112동,26,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.11.03
567,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202305,13,"44,500",113동,17,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.10.20
568,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202305,16,"48,000",113동,19,-,-,2021,동성로 50,-,중개거래,부산 부산진구,24.01.29
569,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202308,3,"48,000",113동,20,-,-,2021,동성로 50,-,중개거래,부산 수영구,23.09.21
570,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202310,21,"50,000",113동,24,-,-,2021,동성로 50,-,중개거래,부산 부산진구 울산 중구,24.01.24
571,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.7414,202307,26,"52,000",114동,2,-,-,2021,동성로 50,-,중개거래,부산 남구 부산 부산진구,23.12.11
572,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.7414,202402,2,"51,800",-,2,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
573,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.7414,202306,6,"54,500",114동,7,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.07.31
574,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.7414,202308,29,"57,000",114동,8,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.09.15
575,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.7414,202305,23,"57,000",114동,8,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.10.06
576,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.7414,202310,3,"59,000",114동,18,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.12.08
577,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.7414,202307,29,"59,000",114동,24,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.10.06
578,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.7414,202307,8,"56,500",114동,27,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.11.30
579,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202310,15,"49,500",115동,3,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.11.30
580,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202401,11,"49,000",115동,16,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,24.02.22
581,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202308,13,"49,300",115동,18,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.09.22
582,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202308,29,"51,500",115동,22,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.11.30
583,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202308,17,"51,000",115동,26,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.11.28
584,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202402,17,"51,000",-,29,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
585,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.7414,202304,28,"46,000",116동,1,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.11.27
586,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.7414,202312,28,"58,000",116동,7,-,-,2021,동성로 50,-,중개거래,부산 부산진구,24.02.08
587,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.7414,202307,13,"58,000",116동,18,-,-,2021,동성로 50,-,중개거래,부산 남구 부산 부산진구,23.08.25
588,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.7143,202306,14,"58,500",116동,21,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.09.04
589,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.7414,202310,21,"61,000",116동,27,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.12.20
590,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202308,1,"49,000",117동,2,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.09.05
591,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202404,1,"49,500",-,2,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
592,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202309,9,"50,200",117동,8,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.10.27
593,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202403,17,"51,000",-,11,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
594,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202310,11,"49,000",117동,13,-,-,2021,동성로 50,-,직거래,-,23.10.20
595,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202401,22,"50,000",-,15,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
596,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202312,5,"52,000",117동,16,-,-,2021,동성로 50,-,중개거래,부산 부산진구,24.02.13
597,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,84.7288,202402,8,"63,000",-,4,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
598,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,84.7288,202309,25,"64,000",118동,4,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.11.30
599,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,84.7288,202307,18,"65,000",118동,5,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.08.16
600,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,84.7288,202310,14,"64,500",118동,7,-,-,2021,동성로 50,-,중개거래,부산 부산진구,24.01.17
601,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.7143,202307,25,"59,700",118동,11,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.10.23
602,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.7143,202403,30,"57,000",-,16,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
603,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.7143,202310,20,"60,000",118동,23,-,-,2021,동성로 50,-,중개거래,부산 부산진구,24.02.08
604,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,84.7288,202306,20,"65,000",118동,27,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.09.01
605,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,84.7288,202304,15,"64,000",118동,30,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.06.29
606,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,84.9385,202310,27,"70,000",119동,6,-,-,2021,동성로 50,-,중개거래,부산 동래구 부산 부산진구,24.01.30
607,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,84.9385,202403,9,"70,000",-,27,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
608,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,84.9385,202304,14,"66,500",119동,27,-,-,2021,동성로 50,-,중개거래,부산 남구 부산 부산진구,23.07.14
609,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,84.9385,202304,29,"65,000",119동,28,-,-,2021,동성로 50,-,중개거래,부산 부산진구,24.01.31
610,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202310,3,"50,000",120동,5,-,-,2021,동성로 50,-,중개거래,부산 부산진구 부산 수영구,23.11.22
611,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202307,4,"49,500",120동,9,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.10.04
612,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202309,8,"53,000",120동,17,-,-,2021,동성로 50,-,중개거래,부산 부산진구,24.01.31
613,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202403,30,"53,000",-,26,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
614,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202312,29,"51,900",120동,28,-,-,2021,동성로 50,-,중개거래,부산 부산진구,24.02.20
615,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202304,13,"49,500",120동,29,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.05.31
616,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202308,22,"48,500",121동,12,-,-,2021,동성로 50,-,중개거래,부산 남구,23.10.04
617,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202312,13,"50,000",121동,13,-,-,2021,동성로 50,-,중개거래,부산 부산진구,24.01.23
618,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202305,27,"50,000",121동,17,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.08.10
619,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202308,14,"50,000",121동,22,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.09.08
620,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202308,26,"45,000",122동,1,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.11.17
621,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202401,24,"45,500",-,2,개인,개인,2021,동성로 50,-,중개거래,경남 김해시 부산 부산진구,-
622,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202401,15,"48,000",-,6,개인,개인,2021,동성로 50,20240116,중개거래,부산 부산진구,-
623,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202401,15,"48,000",-,6,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
624,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202306,5,"47,700",122동,10,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.08.31
625,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202304,26,"49,500",122동,18,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.07.14
626,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202308,14,"52,000",122동,20,-,-,2021,동성로 50,-,중개거래,부산 남구 부산 부산진구,23.12.29
627,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202307,15,"49,500",122동,21,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.11.06
628,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.5835,202309,16,"54,000",123동,2,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.11.30
629,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,72.5835,202402,15,"58,000",-,28,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
630,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202309,9,"50,600",124동,1,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.11.20
631,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202311,11,"50,000",124동,7,-,-,2021,동성로 50,-,중개거래,부산 서구,23.12.11
632,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202311,10,"51,000",124동,8,-,-,2021,동성로 50,-,중개거래,부산 부산진구,24.01.26
633,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202402,7,"53,000",-,11,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
634,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202305,16,"50,000",124동,12,-,-,2021,동성로 50,20230821,중개거래,부산 부산진구,23.10.04
635,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202305,16,"50,000",124동,12,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.10.04
636,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202402,7,"52,500",-,14,개인,개인,2021,동성로 50,20240208,중개거래,부산 부산진구,-
637,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202402,7,"52,500",-,14,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
638,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202401,20,"47,000",124동,17,개인,개인,2021,동성로 50,-,직거래,-,24.02.26
639,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202307,20,"52,000",124동,17,-,-,2021,동성로 50,-,중개거래,부산 부산진구 부산 연제구,23.09.22
640,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202308,21,"53,500",124동,17,-,-,2021,동성로 50,-,중개거래,부산 동래구,23.10.19
641,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202311,11,"52,000",124동,18,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.12.29
642,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202311,11,"52,000",-,18,-,-,2021,동성로 50,20231219,중개거래,부산 부산진구,-
643,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202308,10,"50,000",124동,22,-,-,2021,동성로 50,-,직거래,-,23.10.18
644,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,59.7846,202401,13,"52,000",-,22,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
645,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,42.6832,202402,7,"38,000",-,3,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
646,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,42.6832,202402,24,"35,500",-,4,개인,개인,2021,동성로 50,20240226,중개거래,부산 부산진구,-
647,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,42.6832,202402,26,"35,500",125동,4,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,24.03.18
648,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,42.6832,202305,9,"36,000",-,6,-,-,2021,동성로 50,20230523,중개거래,부산 부산진구,-
649,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,42.6832,202305,9,"36,000",125동,6,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.06.27
650,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,42.6832,202403,23,"37,500",-,8,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
651,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,42.6832,202310,10,"40,000",-,10,-,-,2021,동성로 50,-,중개거래,부산 부산진구,-
652,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,42.6832,202402,7,"32,000",-,13,개인,개인,2021,동성로 50,20240228,중개거래,부산 부산진구,-
653,부산광역시 부산진구 전포동,908,908,0,서면아이파크1단지,42.6832,202402,7,"32,000",125동,13,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,24.02.29
654,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,59.7846,202307,19,"48,000",201동,1,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.09.06
655,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,59.7846,202310,26,"52,000",201동,3,-,-,2021,동성로 50,-,중개거래,부산 동구 부산 부산진구,24.02.02
656,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,59.7846,202403,13,"52,500",-,4,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,-
657,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,59.7846,202307,7,"50,000",201동,6,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.08.10
658,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,59.7846,202402,4,"52,500",201동,9,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,24.03.08
659,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,59.7846,202305,22,"51,000",201동,10,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.07.28
660,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,59.7846,202312,6,"52,000",201동,11,-,-,2021,동성로 50,-,중개거래,부산 부산진구,24.01.11
661,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,59.7846,202306,10,"53,000",201동,17,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.09.04
662,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,59.7846,202306,6,"53,000",201동,18,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.08.30
663,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,59.7846,202401,8,"55,500",201동,19,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,24.02.19
664,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,52.6059,202310,21,"42,500",202동,3,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.12.11
665,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,52.6059,202310,22,"42,000",202동,6,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.12.18
666,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,52.6059,202310,18,"41,500",202동,11,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.12.26
667,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,52.6059,202307,8,"43,000",202동,16,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.08.11
668,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,52.6059,202304,21,"41,000",202동,20,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.06.26
669,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,52.6059,202306,28,"42,500",202동,22,-,-,2021,동성로 50,-,중개거래,부산 부산진구 부산 수영구,23.10.16
670,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,52.6059,202309,9,"43,000",202동,23,-,-,2021,동성로 50,-,중개거래,부산 부산진구,23.12.29
671,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,52.6059,202401,6,"43,000",202동,24,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구,24.02.19
672,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,52.6059,202308,22,"44,000",-,26,-,-,2021,동성로 50,20230824,중개거래,부산 부산진구,-
673,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,52.6059,202308,22,"44,000",202동,26,-,-,2021,동성로 50,-,중개거래,경남 진주시 부산 부산진구,24.01.04
674,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,52.6059,202312,16,"45,000",202동,28,-,-,2021,동성로 50,-,중개거래,부산 부산진구,24.01.29
675,부산광역시 부산진구 전포동,927,927,0,e편한세상시민공원1단지,84.9456,202402,17,"78,000",-,24,개인,개인,2023,진남로 455,-,중개거래,부산 부산진구,-
676,부산광역시 부산진구 전포동,927,927,0,e편한세상시민공원1단지,84.9939,202402,17,"68,000",-,13,개인,개인,2023,진남로 455,-,중개거래,부산 부산진구,-
677,부산광역시 부산진구 전포동,927,927,0,e편한세상시민공원1단지,59.9865,202401,24,"51,500",107동,21,개인,개인,2023,진남로 455,-,중개거래,부산 부산진구,24.03.27
678,부산광역시 부산진구 전포동,927,927,0,e편한세상시민공원1단지,74.6687,202402,21,"60,000",-,18,개인,개인,2023,진남로 455,-,중개거래,부산 부산진구,-
679,부산광역시 부산진구 부전동,38,38,0,허브팰리스서면,64.3151,202305,29,"28,000",-,4,-,-,2021,부전로 193,-,중개거래,부산 부산진구,23.06.30
680,부산광역시 부산진구 부전동,38,38,0,허브팰리스서면,64.3151,202306,30,"28,900",-,5,-,-,2021,부전로 193,-,중개거래,부산 부산진구,23.08.08
681,부산광역시 부산진구 부전동,38,38,0,허브팰리스서면,64.3151,202309,26,"33,000",-,6,-,-,2021,부전로 193,-,중개거래,부산 부산진구,24.01.23
682,부산광역시 부산진구 부전동,38,38,0,허브팰리스서면,51.5647,202403,2,"28,500",-,18,개인,개인,2021,부전로 193,-,중개거래,부산 부산진구,-
683,부산광역시 부산진구 부전동,Jan-42,42,1,코이노빌,84.89,202307,6,"29,800",-,10,-,-,2004,부전로 191,-,중개거래,부산 부산진구,23.07.31
684,부산광역시 부산진구 부전동,410-5,410,5,부영,35.11,202402,16,"7,000",-,1,개인,개인,1976,가야대로755번길 55-4,-,중개거래,부산 부산진구,24.02.20
685,부산광역시 부산진구 부전동,415-1,415,1,대동레미안더오션,35.7,202304,19,"13,000",-,7,-,-,2017,부전로111번길 15,-,직거래,-,23.04.20
686,부산광역시 부산진구 부전동,415-1,415,1,대동레미안더오션,24.47,202403,29,"9,600",-,9,개인,개인,2017,부전로111번길 15,20240401,중개거래,부산 부산진구,-
687,부산광역시 부산진구 부전동,415-1,415,1,대동레미안더오션,24.47,202404,1,"9,600",-,9,개인,개인,2017,부전로111번길 15,-,중개거래,부산 부산진구,-
688,부산광역시 부산진구 부전동,417-6,417,6,대동레미안더오션2,42.76,202401,13,"17,500",대동레미안 더 오션 2,11,개인,개인,2017,가야대로755번길 26,-,중개거래,부산 부산진구,24.03.04
689,부산광역시 부산진구 부전동,420-16,420,16,동진,56.8,202310,12,"15,500",-,2,-,-,2003,가야대로755번길 29-6,-,중개거래,부산 남구 부산 부산진구,23.10.26
690,부산광역시 부산진구 부전동,424-2,424,2,성원더프라임아파트,57.0109,202403,7,"23,000",-,5,개인,개인,2016,부전로95번길 33,-,중개거래,부산 부산진구,24.03.19
691,부산광역시 부산진구 부전동,424-2,424,2,성원더프라임아파트,45.6059,202307,20,"19,000",-,12,-,-,2016,부전로95번길 33,-,직거래,-,23.08.21
692,부산광역시 부산진구 부전동,425-18,425,18,세영,84.96,202310,18,"24,500",-,2,-,-,2012,가야대로747번길 10-3,-,중개거래,부산 부산진구,23.12.26
693,부산광역시 부산진구 부전동,425-18,425,18,세영,84.96,202306,12,"24,700",-,3,-,-,2012,가야대로747번길 10-3,-,중개거래,부산 부산진구,23.08.18
694,부산광역시 부산진구 부전동,450,450,0,네오스포,71.028,202304,27,"17,700",(아파트),12,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.05.03
695,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202403,6,"22,800",(아파트),14,개인,개인,1999,신천대로 122,-,중개거래,부산 부산진구,24.03.19
696,부산광역시 부산진구 부전동,450,450,0,네오스포,71.028,202305,18,"21,000",(아파트),14,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.06.09
697,부산광역시 부산진구 부전동,450,450,0,네오스포,59.901,202312,19,"15,600",(아파트),15,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.12.21
698,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202401,24,"26,600",(아파트),15,개인,개인,1999,신천대로 122,-,중개거래,부산 부산진구,24.02.05
699,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202401,19,"19,500",(아파트),15,개인,개인,1999,신천대로 122,-,중개거래,부산 부산진구,24.01.23
700,부산광역시 부산진구 부전동,450,450,0,네오스포,59.901,202306,7,"18,250",(아파트),16,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.09.22
701,부산광역시 부산진구 부전동,450,450,0,네오스포,59.901,202306,8,"16,500",(아파트),17,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.08.31
702,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202402,22,"22,800",-,17,개인,개인,1999,신천대로 122,-,중개거래,부산 부산진구,-
703,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202305,16,"26,000",(아파트),17,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.07.10
704,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202311,13,"25,000",(아파트),18,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.12.07
705,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202310,27,"25,000",(아파트),19,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.11.06
706,부산광역시 부산진구 부전동,450,450,0,네오스포,59.901,202304,17,"19,650",(아파트),20,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.05.18
707,부산광역시 부산진구 부전동,450,450,0,네오스포,59.901,202403,26,"17,200",-,20,개인,개인,1999,신천대로 122,-,중개거래,부산 연제구,-
708,부산광역시 부산진구 부전동,450,450,0,네오스포,59.901,202308,28,"17,000",(아파트),21,-,-,1999,신천대로 122,-,직거래,-,23.09.27
709,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202309,6,"25,800",(아파트),22,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.10.05
710,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202305,2,"28,400",(아파트),22,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.05.03
711,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202311,16,"23,300",(아파트),23,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,24.01.29
712,부산광역시 부산진구 부전동,450,450,0,네오스포,122.847,202306,19,"40,000",(아파트),23,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.07.20
713,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202401,2,"26,500",(아파트),25,개인,개인,1999,신천대로 122,-,직거래,-,24.01.11
714,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202306,2,"26,000",(아파트),25,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.06.27
715,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202304,13,"26,000",(아파트),26,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.05.17
716,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202403,19,"22,800",-,26,개인,개인,1999,신천대로 122,-,중개거래,부산 부산진구,-
717,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202312,15,"28,000",(아파트),26,-,-,1999,신천대로 122,-,직거래,-,24.01.05
718,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202306,29,"26,500",(아파트),27,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.07.24
719,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202309,6,"20,500",(아파트),5,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.10.20
720,부산광역시 부산진구 부전동,450,450,0,네오스포,122.847,202308,21,"34,200",(아파트),5,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.10.30
721,부산광역시 부산진구 부전동,450,450,0,네오스포,59.901,202311,7,"15,500",(아파트),8,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.12.07
722,부산광역시 부산진구 부전동,450,450,0,네오스포,59.901,202310,11,"15,700",(아파트),8,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.10.25
723,부산광역시 부산진구 부전동,450,450,0,네오스포,59.901,202309,12,"15,900",(아파트),9,-,-,1999,신천대로 122,-,중개거래,부산 부산진구,23.10.26
724,부산광역시 부산진구 부전동,466-3,466,3,프로그캐슬,13.35,202307,18,"6,050",-,2,-,-,2013,가야대로755번길 14,-,중개거래,부산 연제구,23.10.25
