NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
1,부산광역시 부산진구 양정동,07월 08일,7,8,일신스카이빌,84.99,202403,20,"19,000",-,8,개인,개인,2003,연수로 64,-,중개거래,부산 부산진구,24.03.22
2,부산광역시 부산진구 양정동,07월 09일,7,9,아세만화니트,84.965,202309,9,"25,000",A동,12,-,-,2003,연수로 62,-,중개거래,부산 부산진구 부산 연제구,23.09.25
3,부산광역시 부산진구 양정동,07월 09일,7,9,아세만화니트,84.965,202310,4,"26,500",A동,8,-,-,2003,연수로 62,-,직거래,-,23.10.05
4,부산광역시 부산진구 양정동,Apr-86,86,4,화성빌라트,93.36,202310,6,"26,930",-,10,-,-,2001,진남로 601,-,중개거래,부산 부산진구,23.11.22
5,부산광역시 부산진구 양정동,96-24,96,24,크레빌,24.55,202310,5,"4,000",-,5,-,-,2001,양정로6번길 6,-,직거래,-,23.10.05
6,부산광역시 부산진구 양정동,109-9,109,9,양정센텀,69.53,202311,22,"18,300",1,14,-,-,2015,연수로 57,-,중개거래,부산 부산진구,24.01.03
7,부산광역시 부산진구 양정동,109-9,109,9,양정센텀,84.87,202309,11,"21,500",1,15,-,-,2015,연수로 57,-,중개거래,부산 부산진구,23.12.11
8,부산광역시 부산진구 양정동,109-9,109,9,양정센텀,84.87,202311,28,"20,800",1,3,-,-,2015,연수로 57,-,중개거래,부산 부산진구,23.12.27
9,부산광역시 부산진구 양정동,109-9,109,9,양정센텀,84.87,202305,23,"17,000",1,4,-,-,2015,연수로 57,-,직거래,-,23.05.23
10,부산광역시 부산진구 양정동,109-9,109,9,양정센텀,84.97,202311,4,"24,000",1,5,-,-,2015,연수로 57,-,중개거래,부산 부산진구,23.12.19
11,부산광역시 부산진구 양정동,109-9,109,9,양정센텀,83.96,202306,26,"21,500",1,6,-,-,2015,연수로 57,-,중개거래,부산 부산진구,23.07.07
12,부산광역시 부산진구 양정동,109-9,109,9,양정센텀,83.96,202403,2,"23,500",-,8,개인,개인,2015,연수로 57,-,중개거래,부산 부산진구,-
13,부산광역시 부산진구 양정동,141-5,141,5,다사랑빌,49.78,202401,20,"18,700",-,7,개인,개인,2016,중앙대로980번길 33,-,중개거래,부산 부산진구,24.02.27
14,부산광역시 부산진구 양정동,145-12,145,12,전원타워빌,84.87,202403,5,"24,300",-,11,개인,개인,2001,연수로11번길 57,-,중개거래,부산 부산진구,-
15,부산광역시 부산진구 양정동,147-5,147,5,동국에버리치,48.77,202304,26,"14,500",-,5,-,-,2015,연수로11번길 79,-,중개거래,부산 부산진구,23.06.22
16,부산광역시 부산진구 양정동,147-5,147,5,동국에버리치,48.77,202312,21,"14,000",-,9,-,-,2015,연수로11번길 79,-,중개거래,부산 부산진구,24.01.19
17,부산광역시 부산진구 양정동,213-3,213,3,양정해광빌리지,39.3,202310,18,"11,000",-,8,-,-,2012,중앙대로969번길 12-12,-,중개거래,부산 부산진구,23.11.08
18,부산광역시 부산진구 양정동,236-2,236,2,산들파르테,49.97,202306,16,"17,700",-,3,-,-,2014,중앙대로989번길 28,-,중개거래,부산 부산진구,23.07.03
19,부산광역시 부산진구 양정동,270-3,270,3,엘리시아,84.99,202309,23,"21,500",1,6,-,-,2007,중앙대로 966,-,중개거래,부산 부산진구,23.12.15
20,부산광역시 부산진구 양정동,270-5,270,5,포세이돈,46.19,202304,18,"15,800",-,7,-,-,2016,연수로11번길 43,20230426,중개거래,부산 부산진구 부산 연제구,-
21,부산광역시 부산진구 양정동,270-5,270,5,포세이돈,46.19,202304,18,"15,800",-,7,-,-,2016,연수로11번길 43,-,중개거래,부산 부산진구 부산 연제구,23.05.26
22,부산광역시 부산진구 양정동,270-5,270,5,포세이돈,46.19,202312,1,"16,600",-,9,-,-,2016,연수로11번길 43,-,중개거래,부산 부산진구,23.12.15
23,부산광역시 부산진구 양정동,270-5,270,5,포세이돈,46.22,202308,12,"17,500",-,11,-,-,2016,연수로11번길 43,-,중개거래,부산 부산진구,23.10.05
24,부산광역시 부산진구 양정동,271-9,271,9,양정퀸즈더블유에디션,49.8935,202401,24,"20,200",-,2,개인,개인,2019,연수로 37,-,중개거래,부산 부산진구,24.03.04
25,부산광역시 부산진구 양정동,271-9,271,9,양정퀸즈더블유에디션,49.5952,202403,9,"21,500",-,14,개인,개인,2019,연수로 37,-,중개거래,부산 부산진구,-
26,부산광역시 부산진구 양정동,271-9,271,9,양정퀸즈더블유에디션,46.6571,202308,25,"21,000",-,15,-,-,2019,연수로 37,-,중개거래,부산 부산진구,23.09.18
27,부산광역시 부산진구 양정동,271-9,271,9,양정퀸즈더블유에디션,46.6571,202310,26,"21,000",-,16,-,-,2019,연수로 37,-,중개거래,부산 부산진구,23.10.27
28,부산광역시 부산진구 양정동,272-9,272,9,양정이즈팰리스,48.18,202311,13,"17,000",-,9,-,-,2013,연수로11번길 21,-,중개거래,부산 연제구,23.11.20
29,부산광역시 부산진구 양정동,272-15,272,15,덕포그랜드힐,82.27,202309,22,"22,000",-,8,-,-,2003,연수로11번길 31,-,중개거래,부산 부산진구,-
30,부산광역시 부산진구 양정동,273-1,273,1,롯데갤러리움,115.28,202305,28,"45,000",-,29,-,-,2006,중앙대로969번길 11,-,중개거래,부산 부산진구,23.08.31
31,부산광역시 부산진구 양정동,273-1,273,1,롯데갤러리움,84.99,202401,20,"40,000",-,24,개인,개인,2006,중앙대로969번길 11,-,중개거래,부산 부산진구,24.03.18
32,부산광역시 부산진구 양정동,273-1,273,1,롯데갤러리움,67.79,202401,24,"29,500",-,5,개인,개인,2006,중앙대로969번길 11,-,중개거래,부산 부산진구,24.03.05
33,부산광역시 부산진구 양정동,276-2,276,2,대성문퀸즈더블유,77.6875,202311,1,"28,500",-,6,-,-,2012,동평로405번길 69,-,직거래,-,23.11.13
34,부산광역시 부산진구 양정동,276-2,276,2,대성문퀸즈더블유,81.96,202403,20,"25,900",-,13,개인,개인,2012,동평로405번길 69,-,중개거래,부산 부산진구,-
35,부산광역시 부산진구 양정동,276-2,276,2,대성문퀸즈더블유,77.6875,202311,10,"27,500",-,14,-,-,2012,동평로405번길 69,-,중개거래,부산 부산진구,24.02.20
36,부산광역시 부산진구 양정동,343-3,343,3,수목하우스,49.8,202310,9,"18,900",101,9,-,-,2015,양지로5번길 77,-,중개거래,부산 부산진구,23.10.25
37,부산광역시 부산진구 양정동,343-3,343,3,수목하우스,49.71,202403,15,"17,900",-,10,개인,개인,2015,양지로5번길 77,-,중개거래,부산 부산진구,-
38,부산광역시 부산진구 양정동,350-3,350,3,양정삼성타워,59.03,202306,5,"17,500",-,1,-,-,2000,양지로5번길 60,-,중개거래,부산 부산진구,23.06.30
39,부산광역시 부산진구 양정동,350-3,350,3,양정삼성타워,59.03,202309,4,"18,000",-,12,-,-,2000,양지로5번길 60,-,중개거래,부산 부산진구,23.10.23
40,부산광역시 부산진구 양정동,350-3,350,3,양정삼성타워,84.5,202309,6,"27,000",-,13,-,-,2000,양지로5번길 60,-,중개거래,부산 부산진구,23.12.28
41,부산광역시 부산진구 양정동,350-3,350,3,양정삼성타워,84.5,202312,11,"22,970",-,2,-,-,2000,양지로5번길 60,-,중개거래,부산 부산진구,24.02.14
42,부산광역시 부산진구 양정동,350-3,350,3,양정삼성타워,59.03,202305,6,"23,700",-,8,-,-,2000,양지로5번길 60,-,중개거래,부산 부산진구 부산 사상구,23.07.28
43,부산광역시 부산진구 양정동,350-3,350,3,양정삼성타워,84.5,202312,2,"27,000",-,9,-,-,2000,양지로5번길 60,-,중개거래,부산 부산진구,24.02.27
44,부산광역시 부산진구 양정동,367-14,367,14,양정이즈카운티,49.35,202312,11,"22,000",102동,5,-,-,2020,양지로14번길 24,-,중개거래,부산 부산진구,23.12.21
45,부산광역시 부산진구 양정동,367-14,367,14,양정이즈카운티,49.35,202305,25,"26,000",-,8,-,-,2020,양지로14번길 24,20230628,중개거래,부산 금정구,-
46,부산광역시 부산진구 양정동,367-14,367,14,양정이즈카운티,49.35,202305,31,"26,000",102동,8,-,-,2020,양지로14번길 24,-,중개거래,부산 금정구,23.06.29
47,부산광역시 부산진구 양정동,367-14,367,14,양정이즈카운티,49.35,202403,13,"23,500",-,6,개인,개인,2020,양지로14번길 24,-,중개거래,부산 부산진구,-
48,부산광역시 부산진구 양정동,367-14,367,14,양정이즈카운티,48.9,202402,6,"22,700",-,13,개인,개인,2020,양지로14번길 24,-,중개거래,부산 부산진구,-
49,부산광역시 부산진구 양정동,367-14,367,14,양정이즈카운티,48.9,202402,15,"23,000",103동,21,개인,개인,2020,양지로14번길 24,-,직거래,-,24.02.28
50,부산광역시 부산진구 양정동,386-3,386,3,양정클래스원,57.4042,202309,22,"27,500",-,18,-,-,2016,동평로 400,-,중개거래,부산 부산진구,23.11.27
51,부산광역시 부산진구 양정동,387-6,387,6,노블파크,43.91,202307,26,"28,500",-,17,-,-,2022,거제대로36번가길 41,-,직거래,-,23.08.18
52,부산광역시 부산진구 양정동,387-6,387,6,노블파크,46.49,202305,8,"29,800",-,18,-,-,2022,거제대로36번가길 41,-,직거래,-,23.05.30
53,부산광역시 부산진구 양정동,387-19,387,19,메리온시티,65.9264,202403,22,"24,500",-,3,개인,개인,2017,거제대로 52,-,중개거래,부산 부산진구,-
54,부산광역시 부산진구 양정동,387-19,387,19,메리온시티,47.1302,202402,3,"19,700",-,3,개인,개인,2017,거제대로 52,-,중개거래,부산 부산진구,-
55,부산광역시 부산진구 양정동,387-19,387,19,메리온시티,45.012,202305,2,"20,400",-,8,-,-,2017,거제대로 52,-,직거래,-,23.05.03
56,부산광역시 부산진구 양정동,387-19,387,19,메리온시티,47.1302,202401,20,"20,000",-,14,개인,개인,2017,거제대로 52,-,중개거래,부산 부산진구,24.03.21
57,부산광역시 부산진구 양정동,388-2,388,2,굿모닝뷰,54.88,202308,26,"19,300",-,4,-,-,2016,거제대로60번길 24,-,중개거래,부산 부산진구,23.11.21
58,부산광역시 부산진구 양정동,388-2,388,2,굿모닝뷰,54.88,202304,17,"18,000",-,9,-,-,2016,거제대로60번길 24,20230425,중개거래,부산 부산진구,-
59,부산광역시 부산진구 양정동,388-2,388,2,굿모닝뷰,54.88,202305,10,"17,000",-,9,-,-,2016,거제대로60번길 24,-,직거래,-,23.05.12
60,부산광역시 부산진구 양정동,388-6,388,6,타워팰리스,53.45,202307,31,"18,000",-,3,-,-,2016,거제대로36번가길 30,-,중개거래,부산 부산진구,23.09.06
61,부산광역시 부산진구 양정동,388-6,388,6,타워팰리스,53.45,202402,29,"18,000",-,13,개인,개인,2016,거제대로36번가길 30,-,중개거래,부산 부산진구,24.03.13
62,부산광역시 부산진구 양정동,397-1,397,1,양정역퀸즈팰리스,49.46,202311,3,"19,000",1동,6,-,-,2017,거제대로48번길 20,-,중개거래,부산 부산진구,23.12.13
63,부산광역시 부산진구 양정동,397-1,397,1,양정역퀸즈팰리스,59.99,202403,1,"26,000",1동,8,개인,개인,2017,거제대로48번길 20,-,중개거래,부산 부산진구,24.03.26
64,부산광역시 부산진구 양정동,397-1,397,1,양정역퀸즈팰리스,55.62,202307,28,"25,000",-,8,-,-,2017,거제대로48번길 20,20230804,중개거래,부산 부산진구,-
65,부산광역시 부산진구 양정동,397-1,397,1,양정역퀸즈팰리스,55.62,202307,28,"25,000",1동,8,-,-,2017,거제대로48번길 20,-,중개거래,부산 동래구 부산 부산진구,23.10.23
66,부산광역시 부산진구 양정동,397-1,397,1,양정역퀸즈팰리스,35.65,202307,19,"12,950",1동,9,-,-,2017,거제대로48번길 20,-,중개거래,부산 부산진구,23.07.28
67,부산광역시 부산진구 양정동,397-1,397,1,양정역퀸즈팰리스,49.85,202307,25,"17,000",1동,4,-,-,2017,거제대로48번길 20,-,중개거래,부산 부산진구,23.08.25
68,부산광역시 부산진구 양정동,397-1,397,1,양정역퀸즈팰리스,49.46,202311,13,"18,500",1동,8,-,-,2017,거제대로48번길 20,-,중개거래,부산 부산진구,24.01.19
69,부산광역시 부산진구 양정동,397-1,397,1,양정역퀸즈팰리스,49.46,202403,21,"19,000",-,12,개인,개인,2017,거제대로48번길 20,-,중개거래,부산 부산진구,-
70,부산광역시 부산진구 양정동,397-1,397,1,양정역퀸즈팰리스,59.99,202307,1,"29,000",1동,12,-,-,2017,거제대로48번길 20,-,중개거래,부산 부산진구,23.08.09
71,부산광역시 부산진구 양정동,397-1,397,1,양정역퀸즈팰리스,37.86,202306,2,"14,400",1동,15,-,-,2017,거제대로48번길 20,-,중개거래,부산 부산진구,23.07.03
72,부산광역시 부산진구 양정동,397-1,397,1,양정역퀸즈팰리스,49.46,202307,3,"19,500",1동,13,-,-,2017,거제대로48번길 20,-,중개거래,부산 부산진구,23.07.10
73,부산광역시 부산진구 양정동,397-1,397,1,양정역퀸즈팰리스,49.46,202311,10,"19,300",1동,15,-,-,2017,거제대로48번길 20,-,중개거래,부산 부산진구,24.01.10
74,부산광역시 부산진구 양정동,399-1,399,1,한진스카이뷰,37.95,202304,15,"12,000",-,4,-,-,2015,거제대로 46,-,중개거래,부산 부산진구,23.05.19
75,부산광역시 부산진구 양정동,399-1,399,1,한진스카이뷰,49.77,202403,27,"22,500",-,18,개인,개인,2015,거제대로 46,-,중개거래,부산 부산진구,-
76,부산광역시 부산진구 양정동,399-1,399,1,한진스카이뷰,37.95,202402,26,"13,200",-,22,개인,개인,2015,거제대로 46,-,중개거래,부산 부산진구,-
77,부산광역시 부산진구 양정동,399-1,399,1,한진스카이뷰,37.95,202403,20,"13,800",-,19,개인,개인,2015,거제대로 46,-,중개거래,부산 부산진구,-
78,부산광역시 부산진구 양정동,399-1,399,1,한진스카이뷰,49.78,202312,18,"23,000",-,26,-,-,2015,거제대로 46,-,직거래,-,24.01.12
79,부산광역시 부산진구 양정동,401-5,401,5,대능더에스티지,54.0365,202310,10,"21,000",-,2,-,-,2019,중앙대로 889-8,-,중개거래,부산 연제구,23.10.30
80,부산광역시 부산진구 양정동,401-5,401,5,대능더에스티지,54.0365,202309,2,"23,000",-,3,-,-,2019,중앙대로 889-8,-,중개거래,부산 연제구,23.11.03
81,부산광역시 부산진구 양정동,401-5,401,5,대능더에스티지,54.0365,202310,18,"22,500",-,4,-,-,2019,중앙대로 889-8,-,중개거래,부산 연제구,23.12.15
82,부산광역시 부산진구 양정동,401-5,401,5,대능더에스티지,49.0228,202403,27,"22,000",-,4,개인,법인,2019,중앙대로 889-8,-,중개거래,부산 연제구,-
83,부산광역시 부산진구 양정동,401-5,401,5,대능더에스티지,54.0365,202402,29,"23,000",-,5,개인,법인,2019,중앙대로 889-8,-,중개거래,부산 연제구,-
84,부산광역시 부산진구 양정동,401-5,401,5,대능더에스티지,54.0365,202311,2,"22,500",-,6,-,-,2019,중앙대로 889-8,-,중개거래,부산 연제구,23.11.21
85,부산광역시 부산진구 양정동,401-5,401,5,대능더에스티지,49.0228,202401,22,"22,000",-,6,개인,법인,2019,중앙대로 889-8,-,중개거래,부산 연제구,24.02.23
86,부산광역시 부산진구 양정동,401-5,401,5,대능더에스티지,49.0228,202308,23,"23,000",-,7,-,-,2019,중앙대로 889-8,-,중개거래,부산 연제구,23.10.10
87,부산광역시 부산진구 양정동,401-5,401,5,대능더에스티지,49.0228,202309,5,"23,000",-,7,-,-,2019,중앙대로 889-8,20230909,중개거래,부산 연제구,-
88,부산광역시 부산진구 양정동,401-5,401,5,대능더에스티지,51.5459,202402,8,"23,000",-,14,개인,개인,2019,중앙대로 889-8,-,중개거래,부산 부산진구,-
89,부산광역시 부산진구 양정동,401-5,401,5,대능더에스티지,54.0879,202308,16,"24,500",-,16,-,-,2019,중앙대로 889-8,-,중개거래,부산 부산진구,23.08.31
90,부산광역시 부산진구 양정동,406-4,406,4,백조,73.74,202312,6,"38,300",-,8,-,-,1983,동평로 409,-,중개거래,부산 부산진구,-
91,부산광역시 부산진구 양정동,406-6,406,6,부원맨션,83.49,202306,16,"35,000",-,4,-,-,1984,중앙대로941번길 11,-,중개거래,부산 부산진구,23.08.30
92,부산광역시 부산진구 양정동,458-5,458,5,현대1차,42.63,202310,7,"17,300",101,12,-,-,1997,동평로 352,-,중개거래,부산 동래구 부산 부산진구,23.12.22
93,부산광역시 부산진구 양정동,458-5,458,5,현대1차,42.63,202308,5,"17,100",101,15,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.10.31
94,부산광역시 부산진구 양정동,458-5,458,5,현대1차,42.63,202310,11,"17,500",101,21,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.10.18
95,부산광역시 부산진구 양정동,458-5,458,5,현대1차,42.63,202310,5,"16,800",101,3,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.10.26
96,부산광역시 부산진구 양정동,458-5,458,5,현대1차,42.63,202306,19,"16,900",101,8,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.08.07
97,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202310,9,"29,500",102,10,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.11.21
98,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202403,4,"29,000",-,13,개인,개인,1997,동평로 352,-,중개거래,부산 부산진구,-
99,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202305,10,"29,000",102,15,-,-,1997,동평로 352,-,직거래,-,23.05.10
100,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202306,11,"29,500",102,17,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.08.03
101,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202312,7,"27,800",102,3,-,-,1997,동평로 352,-,중개거래,부산 부산진구,24.01.18
102,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202309,2,"29,300",102,7,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.10.31
103,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202304,19,"25,000",103,1,-,-,1997,동평로 352,-,직거래,-,23.05.10
104,부산광역시 부산진구 양정동,458-5,458,5,현대1차,84.99,202308,31,"36,000",104,13,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.11.24
105,부산광역시 부산진구 양정동,458-5,458,5,현대1차,84.99,202309,21,"29,800",105,1,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.11.14
106,부산광역시 부산진구 양정동,458-5,458,5,현대1차,84.99,202308,27,"37,500",105,24,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.10.27
107,부산광역시 부산진구 양정동,458-5,458,5,현대1차,84.99,202308,19,"37,000",106,14,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.10.04
108,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202309,2,"29,300",106,14,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.11.30
109,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202308,28,"29,300",106,15,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.10.30
110,부산광역시 부산진구 양정동,458-5,458,5,현대1차,84.99,202309,2,"41,000",106,18,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.10.12
111,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202401,6,"29,300",106,18,개인,개인,1997,동평로 352,-,중개거래,부산 부산진구,24.02.07
112,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202310,4,"33,000",106,20,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.12.11
113,부산광역시 부산진구 양정동,458-5,458,5,현대1차,114.98,202311,21,"49,000",-,23,-,-,1997,동평로 352,-,중개거래,부산 부산진구,-
114,부산광역시 부산진구 양정동,458-5,458,5,현대1차,114.98,202311,21,"49,000",-,23,-,-,1997,동평로 352,20231221,중개거래,부산 부산진구,-
115,부산광역시 부산진구 양정동,458-5,458,5,현대1차,114.98,202312,13,"43,500",-,5,-,-,1997,동평로 352,-,중개거래,부산 부산진구,-
116,부산광역시 부산진구 양정동,458-5,458,5,현대1차,84.99,202310,10,"39,500",108,18,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.12.08
117,부산광역시 부산진구 양정동,458-5,458,5,현대1차,84.99,202311,23,"37,500",108,7,-,-,1997,동평로 352,-,중개거래,부산 부산진구,24.01.10
118,부산광역시 부산진구 양정동,458-5,458,5,현대1차,114.98,202401,19,"43,500",-,2,개인,개인,1997,동평로 352,-,중개거래,부산 부산진구,-
119,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202307,26,"25,000",110,11,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.10.20
120,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202307,5,"26,500",110,11,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.07.12
121,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202308,4,"26,500",110,15,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.09.22
122,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202305,30,"27,500",110,23,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.09.15
123,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202310,21,"29,500",-,25,-,-,1997,동평로 352,20240124,중개거래,부산 부산진구,-
124,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202401,25,"28,500",110,25,개인,개인,1997,동평로 352,-,직거래,-,24.01.30
125,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202402,17,"28,500",-,25,개인,개인,1997,동평로 352,-,중개거래,부산 부산진구,-
126,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202310,19,"27,500",110,5,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.12.22
127,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202307,19,"26,000",110,7,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.08.25
128,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202401,19,"23,900",-,1,개인,개인,1997,동평로 352,-,중개거래,부산 부산진구,-
129,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202304,29,"28,000",111,13,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.05.17
130,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202307,22,"25,400",111,2,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.10.12
131,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202305,26,"25,900",111,3,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.07.10
132,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202402,2,"30,000",-,18,개인,개인,1997,동평로 352,-,중개거래,-,-
133,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202311,2,"31,500",112,20,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.11.24
134,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202401,9,"29,000",112,23,개인,개인,1997,동평로 352,-,중개거래,부산 부산진구,24.02.16
135,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202309,3,"29,500",112,25,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.11.17
136,부산광역시 부산진구 양정동,458-5,458,5,현대1차,59.95,202311,25,"28,500",112,5,-,-,1997,동평로 352,-,중개거래,부산 부산진구,24.01.10
137,부산광역시 부산진구 양정동,458-5,458,5,현대1차,84.99,202305,9,"30,000",113,10,-,-,1997,동평로 352,-,직거래,-,23.05.15
138,부산광역시 부산진구 양정동,458-5,458,5,현대1차,84.99,202312,20,"30,000",113,10,-,-,1997,동평로 352,-,직거래,-,23.12.27
139,부산광역시 부산진구 양정동,458-5,458,5,현대1차,84.99,202309,9,"35,500",113,3,-,-,1997,동평로 352,-,중개거래,부산 부산진구,23.10.20
140,부산광역시 부산진구 양정동,458-5,458,5,현대1차,84.99,202401,21,"35,700",-,3,개인,개인,1997,동평로 352,-,직거래,-,-
141,부산광역시 부산진구 양정동,458-20,458,20,현대2차,114.98,202311,27,"45,500",201,10,-,-,1998,거제대로 37,-,중개거래,부산 부산진구,24.01.10
142,부산광역시 부산진구 양정동,458-20,458,20,현대2차,114.98,202304,21,"45,500",201,11,-,-,1998,거제대로 37,-,중개거래,부산 부산진구,23.06.09
143,부산광역시 부산진구 양정동,458-20,458,20,현대2차,114.98,202305,16,"45,500",201,20,-,-,1998,거제대로 37,-,중개거래,부산 사상구,23.06.07
144,부산광역시 부산진구 양정동,458-20,458,20,현대2차,114.98,202306,7,"45,000",202,6,-,-,1998,거제대로 37,-,중개거래,부산 부산진구,23.07.27
145,부산광역시 부산진구 양정동,458-20,458,20,현대2차,84.99,202309,23,"38,500",205,10,-,-,1998,거제대로 37,-,중개거래,부산 부산진구,23.11.10
146,부산광역시 부산진구 양정동,458-20,458,20,현대2차,84.99,202307,28,"39,900",205,16,-,-,1998,거제대로 37,-,중개거래,부산 부산진구,24.01.10
147,부산광역시 부산진구 양정동,458-20,458,20,현대2차,84.99,202401,10,"35,800",205,7,개인,개인,1998,거제대로 37,-,중개거래,부산 부산진구,24.02.16
148,부산광역시 부산진구 양정동,458-20,458,20,현대2차,84.99,202308,22,"35,500",206,3,-,-,1998,거제대로 37,-,중개거래,부산 부산진구,23.10.13
149,부산광역시 부산진구 양정동,458-20,458,20,현대2차,84.99,202306,7,"32,250",207,1,-,-,1998,거제대로 37,-,중개거래,-,23.07.14
150,부산광역시 부산진구 양정동,458-20,458,20,현대2차,84.99,202312,18,"40,000",208,19,-,-,1998,거제대로 37,-,중개거래,부산 부산진구,24.02.22
151,부산광역시 부산진구 양정동,458-20,458,20,현대2차,84.99,202308,25,"39,400",208,19,-,-,1998,거제대로 37,-,중개거래,부산 부산진구,23.10.26
152,부산광역시 부산진구 양정동,458-20,458,20,현대2차,84.99,202308,16,"35,000",-,2,-,-,1998,거제대로 37,20230830,중개거래,부산 금정구,-
153,부산광역시 부산진구 양정동,458-20,458,20,현대2차,84.99,202308,16,"35,000",208,2,-,-,1998,거제대로 37,-,중개거래,부산 금정구,23.09.26
154,부산광역시 부산진구 양정동,458-20,458,20,현대2차,84.99,202304,13,"42,000",208,23,-,-,1998,거제대로 37,-,중개거래,부산 해운대구,23.06.01
155,부산광역시 부산진구 양정동,458-20,458,20,현대2차,84.99,202304,22,"38,000",209,16,-,-,1998,거제대로 37,-,중개거래,부산 부산진구,23.06.01
156,부산광역시 부산진구 양정동,458-20,458,20,현대2차,84.99,202304,24,"35,000",209,2,-,-,1998,거제대로 37,-,중개거래,부산 부산진구,23.06.30
157,부산광역시 부산진구 양정동,458-20,458,20,현대2차,84.99,202308,28,"40,000",209,21,-,-,1998,거제대로 37,-,중개거래,부산 부산진구,23.10.30
158,부산광역시 부산진구 양정동,458-20,458,20,현대2차,59.95,202308,1,"30,000",210,11,-,-,1998,거제대로 37,-,중개거래,부산 부산진구,23.09.21
159,부산광역시 부산진구 양정동,458-20,458,20,현대2차,59.95,202308,8,"28,000",210,13,-,-,1998,거제대로 37,-,중개거래,부산 부산진구,23.09.15
160,부산광역시 부산진구 양정동,458-20,458,20,현대2차,59.95,202306,24,"25,800",210,2,-,-,1998,거제대로 37,-,중개거래,부산 부산진구,23.08.21
161,부산광역시 부산진구 양정동,458-20,458,20,현대2차,59.95,202304,25,"27,000",210,25,-,-,1998,거제대로 37,-,중개거래,부산 부산진구,23.04.28
162,부산광역시 부산진구 양정동,458-20,458,20,현대2차,84.99,202401,31,"35,500",-,3,개인,개인,1998,거제대로 37,-,중개거래,부산 부산진구 부산 사하구,-
163,부산광역시 부산진구 양정동,458-20,458,20,현대2차,59.95,202308,18,"27,600",210,5,-,-,1998,거제대로 37,-,중개거래,부산 부산진구,23.11.03
